x-axis,1,2,3
second,Volt,Volt,Volt
-5.00000E-06,+1.08593750000E+00,+498.43750743E-03,+459.76563185E-03
-4.99000E-06,+1.09765625000E+00,+502.73438249E-03,+464.84375693E-03
-4.98000E-06,+1.10937500000E+00,+507.81250757E-03,+469.53125700E-03
-4.97000E-06,+1.11718750000E+00,+511.71875763E-03,+474.21875707E-03
-4.96000E-06,+1.12890625000E+00,+516.40625770E-03,+479.29688214E-03
-4.95000E-06,+1.14453125000E+00,+519.92188275E-03,+483.59375721E-03
-4.94000E-06,+1.16015625000E+00,+523.82813281E-03,+488.28125728E-03
-4.93000E-06,+1.16796875000E+00,+527.73438286E-03,+492.96875735E-03
-4.92000E-06,+1.18359375000E+00,+531.64063292E-03,+497.26563241E-03
-4.91000E-06,+1.19531250000E+00,+535.15625797E-03,+501.56250747E-03
-4.90000E-06,+1.20312500000E+00,+539.06250803E-03,+506.25000754E-03
-4.89000E-06,+1.21484375000E+00,+543.35938310E-03,+510.54688261E-03
-4.88000E-06,+1.23046875000E+00,+546.87500815E-03,+514.45313267E-03
-4.87000E-06,+1.24218750000E+00,+550.39063320E-03,+518.75000773E-03
-4.86000E-06,+1.25390625000E+00,+553.90625825E-03,+522.26563278E-03
-4.85000E-06,+1.25781250000E+00,+557.42188331E-03,+526.17188284E-03
-4.84000E-06,+1.26953125000E+00,+560.54688335E-03,+530.07813290E-03
-4.83000E-06,+1.27343750000E+00,+564.06250841E-03,+533.98438296E-03
-4.82000E-06,+1.28906250000E+00,+567.18750845E-03,+537.50000801E-03
-4.81000E-06,+1.30078125000E+00,+570.31250850E-03,+541.40625807E-03
-4.80000E-06,+1.30468750000E+00,+573.43750854E-03,+544.92188312E-03
-4.79000E-06,+1.31250000000E+00,+576.56250859E-03,+548.43750817E-03
-4.78000E-06,+1.32031250000E+00,+579.29688363E-03,+551.95313322E-03
-4.77000E-06,+1.32421875000E+00,+582.03125867E-03,+554.68750827E-03
-4.76000E-06,+1.33984375000E+00,+584.76563371E-03,+558.59375832E-03
-4.75000E-06,+1.34765625000E+00,+587.50000875E-03,+561.32813336E-03
-4.74000E-06,+1.35156250000E+00,+589.45313378E-03,+564.06250841E-03
-4.73000E-06,+1.35546875000E+00,+591.79688382E-03,+567.57813346E-03
-4.72000E-06,+1.36328125000E+00,+594.14063385E-03,+569.92188349E-03
-4.71000E-06,+1.37109375000E+00,+596.09375888E-03,+573.04688354E-03
-4.70000E-06,+1.37890625000E+00,+597.65625891E-03,+576.17188359E-03
-4.69000E-06,+1.38281250000E+00,+599.60938393E-03,+578.51563362E-03
-4.68000E-06,+1.39062500000E+00,+601.56250896E-03,+580.46875865E-03
-4.67000E-06,+1.39453125000E+00,+603.51563399E-03,+583.20313369E-03
-4.66000E-06,+1.39843750000E+00,+605.07813402E-03,+585.54688373E-03
-4.65000E-06,+1.39843750000E+00,+606.64063404E-03,+587.89063376E-03
-4.64000E-06,+1.40625000000E+00,+608.20313406E-03,+589.45313378E-03
-4.63000E-06,+1.40625000000E+00,+609.37500908E-03,+591.40625881E-03
-4.62000E-06,+1.41015625000E+00,+610.15625909E-03,+593.75000885E-03
-4.61000E-06,+1.41015625000E+00,+611.71875912E-03,+595.70313388E-03
-4.60000E-06,+1.41796875000E+00,+612.50000913E-03,+596.87500889E-03
-4.59000E-06,+1.41796875000E+00,+613.67188414E-03,+598.82813392E-03
-4.58000E-06,+1.41796875000E+00,+614.06250915E-03,+600.00000894E-03
-4.57000E-06,+1.42578125000E+00,+615.23438417E-03,+601.95313397E-03
-4.56000E-06,+1.42578125000E+00,+615.62500917E-03,+603.12500899E-03
-4.55000E-06,+1.42578125000E+00,+616.01563418E-03,+604.29688400E-03
-4.54000E-06,+1.42187500000E+00,+616.01563418E-03,+605.07813402E-03
-4.53000E-06,+1.42578125000E+00,+616.40625919E-03,+605.46875902E-03
-4.52000E-06,+1.42968750000E+00,+617.18750920E-03,+606.64063404E-03
-4.51000E-06,+1.42187500000E+00,+617.18750920E-03,+607.03125905E-03
-4.50000E-06,+1.42578125000E+00,+617.18750920E-03,+607.81250906E-03
-4.49000E-06,+1.42187500000E+00,+616.79688419E-03,+608.59375907E-03
-4.48000E-06,+1.42968750000E+00,+616.40625919E-03,+609.37500908E-03
-4.47000E-06,+1.42187500000E+00,+616.79688419E-03,+609.37500908E-03
-4.46000E-06,+1.42578125000E+00,+616.40625919E-03,+609.76563409E-03
-4.45000E-06,+1.42187500000E+00,+616.01563418E-03,+610.15625909E-03
-4.44000E-06,+1.41796875000E+00,+615.62500917E-03,+609.76563409E-03
-4.43000E-06,+1.41796875000E+00,+615.23438417E-03,+610.54688410E-03
-4.42000E-06,+1.41406250000E+00,+614.45313416E-03,+610.15625909E-03
-4.41000E-06,+1.41796875000E+00,+614.06250915E-03,+609.76563409E-03
-4.40000E-06,+1.41015625000E+00,+613.28125914E-03,+609.76563409E-03
-4.39000E-06,+1.40625000000E+00,+611.71875912E-03,+609.76563409E-03
-4.38000E-06,+1.39843750000E+00,+610.54688410E-03,+608.98438407E-03
-4.37000E-06,+1.39843750000E+00,+608.98438407E-03,+608.59375907E-03
-4.36000E-06,+1.39453125000E+00,+607.81250906E-03,+608.20313406E-03
-4.35000E-06,+1.38671875000E+00,+606.25000903E-03,+607.42188405E-03
-4.34000E-06,+1.37890625000E+00,+604.68750901E-03,+606.64063404E-03
-4.33000E-06,+1.37500000000E+00,+603.12500899E-03,+605.85938403E-03
-4.32000E-06,+1.37109375000E+00,+601.56250896E-03,+605.07813402E-03
-4.31000E-06,+1.36718750000E+00,+600.00000894E-03,+603.90625900E-03
-4.30000E-06,+1.36328125000E+00,+597.65625891E-03,+602.34375898E-03
-4.29000E-06,+1.34765625000E+00,+595.70313388E-03,+601.56250896E-03
-4.28000E-06,+1.34375000000E+00,+594.14063385E-03,+600.39063395E-03
-4.27000E-06,+1.33203125000E+00,+591.79688382E-03,+598.43750892E-03
-4.26000E-06,+1.32812500000E+00,+589.45313378E-03,+597.26563390E-03
-4.25000E-06,+1.32031250000E+00,+587.50000875E-03,+595.31250887E-03
-4.24000E-06,+1.31640625000E+00,+584.76563371E-03,+593.75000885E-03
-4.23000E-06,+1.30468750000E+00,+582.03125867E-03,+591.79688382E-03
-4.22000E-06,+1.29296875000E+00,+579.29688363E-03,+589.84375879E-03
-4.21000E-06,+1.28515625000E+00,+576.56250859E-03,+587.50000875E-03
-4.20000E-06,+1.27343750000E+00,+573.82813355E-03,+585.15625872E-03
-4.19000E-06,+1.26171875000E+00,+571.09375851E-03,+583.20313369E-03
-4.18000E-06,+1.26171875000E+00,+567.57813346E-03,+581.25000866E-03
-4.17000E-06,+1.25000000000E+00,+564.84375842E-03,+578.51563362E-03
-4.16000E-06,+1.24609375000E+00,+561.71875837E-03,+575.78125858E-03
-4.15000E-06,+1.23437500000E+00,+558.20313332E-03,+573.43750854E-03
-4.14000E-06,+1.22265625000E+00,+554.68750827E-03,+570.70313350E-03
-4.13000E-06,+1.21093750000E+00,+551.56250822E-03,+567.57813346E-03
-4.12000E-06,+1.19921875000E+00,+548.04688317E-03,+564.45313341E-03
-4.11000E-06,+1.18359375000E+00,+544.53125811E-03,+561.71875837E-03
-4.10000E-06,+1.17187500000E+00,+540.62500806E-03,+558.59375832E-03
-4.09000E-06,+1.16015625000E+00,+536.32813299E-03,+555.07813327E-03
-4.08000E-06,+1.14453125000E+00,+532.81250794E-03,+551.56250822E-03
-4.07000E-06,+1.12890625000E+00,+528.51563288E-03,+548.43750817E-03
-4.06000E-06,+1.11718750000E+00,+524.21875781E-03,+545.31250813E-03
-4.05000E-06,+1.10546875000E+00,+520.70313276E-03,+541.79688307E-03
-4.04000E-06,+1.09765625000E+00,+516.01563269E-03,+537.89063302E-03
-4.03000E-06,+1.08203125000E+00,+512.10938263E-03,+534.37500796E-03
-4.02000E-06,+1.07031250000E+00,+507.42188256E-03,+531.25000792E-03
-4.01000E-06,+1.05468750000E+00,+503.12500750E-03,+527.34375786E-03
-4.00000E-06,+1.03906250000E+00,+498.82813243E-03,+523.04688279E-03
-3.99000E-06,+1.02734375000E+00,+494.92188237E-03,+518.75000773E-03
-3.98000E-06,+1.01171875000E+00,+490.62500731E-03,+514.84375767E-03
-3.97000E-06,+1.00390625000E+00,+485.54688224E-03,+510.54688261E-03
-3.96000E-06,+988.28125000E-03,+481.25000717E-03,+506.25000754E-03
-3.95000E-06,+968.75000000E-03,+476.17188210E-03,+502.34375749E-03
-3.94000E-06,+960.93750000E-03,+471.09375702E-03,+498.04688242E-03
-3.93000E-06,+945.31250000E-03,+466.01563194E-03,+493.75000736E-03
-3.92000E-06,+933.59375000E-03,+460.93750687E-03,+489.06250729E-03
-3.91000E-06,+914.06250000E-03,+455.85938179E-03,+484.37500722E-03
-3.90000E-06,+894.53125000E-03,+450.39063171E-03,+480.07813215E-03
-3.89000E-06,+882.81250000E-03,+444.92188163E-03,+475.00000708E-03
-3.88000E-06,+859.37500000E-03,+439.84375655E-03,+469.92188200E-03
-3.87000E-06,+839.84375000E-03,+434.37500647E-03,+465.23438193E-03
-3.86000E-06,+824.21875000E-03,+428.12500638E-03,+460.15625686E-03
-3.85000E-06,+808.59375000E-03,+422.26563129E-03,+455.07813178E-03
-3.84000E-06,+792.96875000E-03,+416.79688121E-03,+450.00000671E-03
-3.83000E-06,+769.53125000E-03,+410.93750612E-03,+444.92188163E-03
-3.82000E-06,+750.00000000E-03,+404.29688102E-03,+439.45313155E-03
-3.81000E-06,+734.37500000E-03,+397.65625593E-03,+433.98438147E-03
-3.80000E-06,+714.84375000E-03,+392.18750584E-03,+428.51563139E-03
-3.79000E-06,+695.31250000E-03,+385.93750575E-03,+422.65625630E-03
-3.78000E-06,+679.68750000E-03,+379.68750566E-03,+417.18750622E-03
-3.77000E-06,+660.15625000E-03,+373.04688056E-03,+411.32813113E-03
-3.76000E-06,+640.62500000E-03,+367.57813048E-03,+405.46875604E-03
-3.75000E-06,+621.09375000E-03,+361.32813038E-03,+399.21875595E-03
-3.74000E-06,+597.65625000E-03,+355.07813029E-03,+393.35938086E-03
-3.73000E-06,+582.03125000E-03,+348.43750519E-03,+387.10938077E-03
-3.72000E-06,+558.59375000E-03,+342.57813010E-03,+380.85938068E-03
-3.71000E-06,+535.15625000E-03,+335.93750501E-03,+374.60938058E-03
-3.70000E-06,+511.71875000E-03,+328.90625490E-03,+368.75000549E-03
-3.69000E-06,+492.18750000E-03,+322.26562980E-03,+362.10938040E-03
-3.68000E-06,+472.65625000E-03,+316.01562971E-03,+355.85938030E-03
-3.67000E-06,+453.12500000E-03,+308.98437960E-03,+349.60938021E-03
-3.66000E-06,+437.50000000E-03,+302.34375451E-03,+343.75000512E-03
-3.65000E-06,+414.06250000E-03,+295.70312941E-03,+337.10938002E-03
-3.64000E-06,+390.62500000E-03,+289.45312931E-03,+330.46875492E-03
-3.63000E-06,+359.37500000E-03,+282.81250421E-03,+324.21875483E-03
-3.62000E-06,+347.65625000E-03,+275.78125411E-03,+317.57812973E-03
-3.61000E-06,+328.12500000E-03,+268.75000400E-03,+310.93750463E-03
-3.60000E-06,+304.68750000E-03,+262.50000391E-03,+304.68750454E-03
-3.59000E-06,+277.34375000E-03,+255.46875381E-03,+298.43750445E-03
-3.58000E-06,+250.00000000E-03,+247.65625369E-03,+291.79687935E-03
-3.57000E-06,+234.37500000E-03,+240.62500359E-03,+284.76562924E-03
-3.56000E-06,+210.93750000E-03,+233.20312848E-03,+278.51562915E-03
-3.55000E-06,+187.50000000E-03,+225.78125336E-03,+271.87500405E-03
-3.54000E-06,+164.06250000E-03,+218.35937825E-03,+265.23437895E-03
-3.53000E-06,+144.53125000E-03,+211.71875315E-03,+257.81250384E-03
-3.52000E-06,+125.00000000E-03,+204.29687804E-03,+250.78125374E-03
-3.51000E-06,+97.65625000E-03,+196.48437793E-03,+242.96875362E-03
-3.50000E-06,+78.12500000E-03,+188.67187781E-03,+235.93750352E-03
-3.49000E-06,+54.68750000E-03,+180.85937770E-03,+228.51562841E-03
-3.48000E-06,+35.15625000E-03,+173.43750258E-03,+221.48437830E-03
-3.47000E-06,+11.71875000E-03,+165.62500247E-03,+214.45312820E-03
-3.46000E-06,-7.81250000E-03,+157.81250235E-03,+207.03125309E-03
-3.45000E-06,-31.25000000E-03,+150.00000224E-03,+199.60937797E-03
-3.44000E-06,-50.78125000E-03,+142.57812712E-03,+192.18750286E-03
-3.43000E-06,-74.21875000E-03,+135.15625201E-03,+184.76562775E-03
-3.42000E-06,-101.56250000E-03,+127.34375190E-03,+177.34375264E-03
-3.41000E-06,-117.18750000E-03,+119.14062678E-03,+169.53125253E-03
-3.40000E-06,-144.53125000E-03,+111.71875166E-03,+161.32812740E-03
-3.39000E-06,-164.06250000E-03,+104.68750156E-03,+153.90625229E-03
-3.38000E-06,-183.59375000E-03,+96.87500144E-03,+146.87500219E-03
-3.37000E-06,-207.03125000E-03,+89.45312633E-03,+138.67187707E-03
-3.36000E-06,-226.56250000E-03,+81.64062622E-03,+130.85937695E-03
-3.35000E-06,-250.00000000E-03,+74.60937611E-03,+123.43750184E-03
-3.34000E-06,-269.53125000E-03,+66.40625099E-03,+116.01562673E-03
-3.33000E-06,-292.96875000E-03,+58.20312587E-03,+108.59375162E-03
-3.32000E-06,-308.59375000E-03,+50.78125076E-03,+100.39062650E-03
-3.31000E-06,-339.84375000E-03,+42.96875064E-03,+93.35937639E-03
-3.30000E-06,-363.28125000E-03,+34.37500051E-03,+85.93750128E-03
-3.29000E-06,-386.71875000E-03,+26.95312540E-03,+78.51562617E-03
-3.28000E-06,-410.15625000E-03,+18.75000028E-03,+70.70312605E-03
-3.27000E-06,-437.50000000E-03,+10.93750016E-03,+62.89062594E-03
-3.26000E-06,-464.84375000E-03,+3.51562505E-03,+54.68750081E-03
-3.25000E-06,-484.37500000E-03,-3.12500005E-03,+47.26562570E-03
-3.24000E-06,-503.90625000E-03,-10.15625015E-03,+39.06250058E-03
-3.23000E-06,-531.25000000E-03,-17.57812526E-03,+31.64062547E-03
-3.22000E-06,-554.68750000E-03,-25.78125038E-03,+23.82812536E-03
-3.21000E-06,-582.03125000E-03,-33.20312549E-03,+15.23437523E-03
-3.20000E-06,-605.46875000E-03,-40.62500061E-03,+7.81250012E-03
-3.19000E-06,-632.81250000E-03,-48.04687572E-03,+781.25001E-06
-3.18000E-06,-656.25000000E-03,-55.85937583E-03,-7.03125010E-03
-3.17000E-06,-683.59375000E-03,-63.28125094E-03,-14.45312522E-03
-3.16000E-06,-699.21875000E-03,-71.48437607E-03,-21.87500033E-03
-3.15000E-06,-730.46875000E-03,-79.68750119E-03,-29.29687544E-03
-3.14000E-06,-753.90625000E-03,-87.50000130E-03,-36.71875055E-03
-3.13000E-06,-777.34375000E-03,-95.70312643E-03,-43.75000065E-03
-3.12000E-06,-808.59375000E-03,-103.51562654E-03,-51.95312577E-03
-3.11000E-06,-832.03125000E-03,-110.54687665E-03,-59.76562589E-03
-3.10000E-06,-851.56250000E-03,-118.35937676E-03,-67.18750100E-03
-3.09000E-06,-871.09375000E-03,-126.56250189E-03,-75.00000112E-03
-3.08000E-06,-894.53125000E-03,-134.37500200E-03,-82.81250123E-03
-3.07000E-06,-917.96875000E-03,-141.40625211E-03,-90.62500135E-03
-3.06000E-06,-941.40625000E-03,-148.82812722E-03,-98.43750147E-03
-3.05000E-06,-968.75000000E-03,-155.85937732E-03,-105.85937658E-03
-3.04000E-06,-984.37500000E-03,-163.28125243E-03,-113.67187669E-03
-3.03000E-06,-1.01562500000E+00,-171.09375255E-03,-121.87500182E-03
-3.02000E-06,-1.03515625000E+00,-178.51562766E-03,-129.68750193E-03
-3.01000E-06,-1.05859375000E+00,-186.32812778E-03,-137.10937704E-03
-3.00000E-06,-1.08203125000E+00,-193.35937788E-03,-144.53125215E-03
-2.99000E-06,-1.10546875000E+00,-201.17187800E-03,-151.95312726E-03
-2.98000E-06,-1.13281250000E+00,-208.59375311E-03,-159.37500237E-03
-2.97000E-06,-1.14843750000E+00,-217.18750324E-03,-166.40625248E-03
-2.96000E-06,-1.17187500000E+00,-224.21875334E-03,-173.82812759E-03
-2.95000E-06,-1.19140625000E+00,-231.64062845E-03,-181.64062771E-03
-2.94000E-06,-1.21484375000E+00,-239.45312857E-03,-188.67187781E-03
-2.93000E-06,-1.23437500000E+00,-246.48437867E-03,-196.48437793E-03
-2.92000E-06,-1.25781250000E+00,-253.90625378E-03,-203.51562803E-03
-2.91000E-06,-1.27734375000E+00,-260.93750389E-03,-211.32812815E-03
-2.90000E-06,-1.30078125000E+00,-267.96875399E-03,-218.75000326E-03
-2.89000E-06,-1.31640625000E+00,-275.00000410E-03,-226.56250338E-03
-2.88000E-06,-1.33593750000E+00,-281.64062920E-03,-233.59375348E-03
-2.87000E-06,-1.36328125000E+00,-289.06250431E-03,-241.40625360E-03
-2.86000E-06,-1.38281250000E+00,-296.09375441E-03,-248.43750370E-03
-2.85000E-06,-1.39843750000E+00,-302.73437951E-03,-256.25000382E-03
-2.84000E-06,-1.41796875000E+00,-308.98437960E-03,-262.89062892E-03
-2.83000E-06,-1.43750000000E+00,-316.40625471E-03,-269.92187902E-03
-2.82000E-06,-1.45703125000E+00,-322.65625481E-03,-276.95312913E-03
-2.81000E-06,-1.47265625000E+00,-329.29687991E-03,-283.59375423E-03
-2.80000E-06,-1.49218750000E+00,-335.54688000E-03,-290.62500433E-03
-2.79000E-06,-1.51953125000E+00,-342.18750510E-03,-298.04687944E-03
-2.78000E-06,-1.53515625000E+00,-348.43750519E-03,-305.07812955E-03
-2.77000E-06,-1.55468750000E+00,-354.68750529E-03,-311.32812964E-03
-2.76000E-06,-1.57421875000E+00,-361.32813038E-03,-318.35937974E-03
-2.75000E-06,-1.59375000000E+00,-367.57813048E-03,-324.21875483E-03
-2.74000E-06,-1.61718750000E+00,-373.43750556E-03,-330.85937993E-03
-2.73000E-06,-1.63671875000E+00,-379.68750566E-03,-337.10938002E-03
-2.72000E-06,-1.65625000000E+00,-385.93750575E-03,-343.35938012E-03
-2.71000E-06,-1.67578125000E+00,-391.79688084E-03,-350.00000522E-03
-2.70000E-06,-1.69531250000E+00,-398.04688093E-03,-356.64063031E-03
-2.69000E-06,-1.70703125000E+00,-403.90625602E-03,-362.50000540E-03
-2.68000E-06,-1.72656250000E+00,-409.76563111E-03,-368.75000549E-03
-2.67000E-06,-1.74609375000E+00,-416.01563120E-03,-375.39063059E-03
-2.66000E-06,-1.75781250000E+00,-422.26563129E-03,-381.25000568E-03
-2.65000E-06,-1.78125000000E+00,-427.73438137E-03,-387.50000577E-03
-2.64000E-06,-1.79687500000E+00,-433.20313146E-03,-393.75000587E-03
-2.63000E-06,-1.81640625000E+00,-439.06250654E-03,-400.00000596E-03
-2.62000E-06,-1.82812500000E+00,-444.53125662E-03,-406.25000605E-03
-2.61000E-06,-1.84375000000E+00,-450.39063171E-03,-412.10938114E-03
-2.60000E-06,-1.85937500000E+00,-455.07813178E-03,-417.57813122E-03
-2.59000E-06,-1.87890625000E+00,-460.54688186E-03,-423.43750631E-03
-2.58000E-06,-1.89062500000E+00,-466.01563194E-03,-428.90625639E-03
-2.57000E-06,-1.91015625000E+00,-471.09375702E-03,-435.15625648E-03
-2.56000E-06,-1.92578125000E+00,-476.17188210E-03,-440.62500657E-03
-2.55000E-06,-1.94531250000E+00,-481.64063218E-03,-446.09375665E-03
-2.54000E-06,-1.96484375000E+00,-487.10938226E-03,-451.56250673E-03
-2.53000E-06,-1.97656250000E+00,-492.18750733E-03,-457.03125681E-03
-2.52000E-06,-1.98828125000E+00,-496.87500740E-03,-462.89063190E-03
-2.51000E-06,-2.00390625000E+00,-501.56250747E-03,-468.35938198E-03
-2.50000E-06,-2.01562500000E+00,-506.25000754E-03,-473.04688205E-03
-2.49000E-06,-2.03515625000E+00,-510.54688261E-03,-478.51563213E-03
-2.48000E-06,-2.04687500000E+00,-514.84375767E-03,-483.59375721E-03
-2.47000E-06,-2.05859375000E+00,-519.53125774E-03,-488.28125728E-03
-2.46000E-06,-2.07421875000E+00,-523.82813281E-03,-493.35938235E-03
-2.45000E-06,-2.08593750000E+00,-528.51563288E-03,-498.43750743E-03
-2.44000E-06,-2.09375000000E+00,-532.03125793E-03,-502.73438249E-03
-2.43000E-06,-2.10937500000E+00,-535.93750799E-03,-507.81250757E-03
-2.42000E-06,-2.12109375000E+00,-539.45313304E-03,-512.10938263E-03
-2.41000E-06,-2.13281250000E+00,-543.35938310E-03,-516.79688270E-03
-2.40000E-06,-2.14453125000E+00,-546.87500815E-03,-521.09375776E-03
-2.39000E-06,-2.15625000000E+00,-549.60938319E-03,-525.00000782E-03
-2.38000E-06,-2.16796875000E+00,-553.12500824E-03,-528.90625788E-03
-2.37000E-06,-2.17578125000E+00,-557.03125830E-03,-533.59375795E-03
-2.36000E-06,-2.19140625000E+00,-560.15625835E-03,-537.10938300E-03
-2.35000E-06,-2.19531250000E+00,-563.67188340E-03,-541.01563306E-03
-2.34000E-06,-2.20312500000E+00,-567.57813346E-03,-544.14063311E-03
-2.33000E-06,-2.21875000000E+00,-570.70313350E-03,-548.04688317E-03
-2.32000E-06,-2.23046875000E+00,-574.21875856E-03,-551.56250822E-03
-2.31000E-06,-2.23828125000E+00,-577.34375860E-03,-555.07813327E-03
-2.30000E-06,-2.25000000000E+00,-580.46875865E-03,-558.59375832E-03
-2.29000E-06,-2.25390625000E+00,-583.20313369E-03,-561.71875837E-03
-2.28000E-06,-2.26171875000E+00,-585.54688373E-03,-564.84375842E-03
-2.27000E-06,-2.27343750000E+00,-588.28125877E-03,-568.75000848E-03
-2.26000E-06,-2.27734375000E+00,-590.23438380E-03,-572.26563353E-03
-2.25000E-06,-2.28515625000E+00,-592.96875884E-03,-575.39063357E-03
-2.24000E-06,-2.29296875000E+00,-595.31250887E-03,-578.51563362E-03
-2.23000E-06,-2.29687500000E+00,-597.65625891E-03,-581.25000866E-03
-2.22000E-06,-2.30078125000E+00,-599.60938393E-03,-583.59375870E-03
-2.21000E-06,-2.30859375000E+00,-601.95313397E-03,-587.10938375E-03
-2.20000E-06,-2.30859375000E+00,-604.29688400E-03,-588.67188377E-03
-2.19000E-06,-2.31640625000E+00,-606.25000903E-03,-591.40625881E-03
-2.18000E-06,-2.32421875000E+00,-607.81250906E-03,-592.96875884E-03
-2.17000E-06,-2.32812500000E+00,-610.15625909E-03,-595.70313388E-03
-2.16000E-06,-2.33203125000E+00,-611.32813411E-03,-598.04688391E-03
-2.15000E-06,-2.33593750000E+00,-612.89063413E-03,-600.00000894E-03
-2.14000E-06,-2.33593750000E+00,-614.45313416E-03,-602.34375898E-03
-2.13000E-06,-2.33984375000E+00,-615.62500917E-03,-605.07813402E-03
-2.12000E-06,-2.34765625000E+00,-616.79688419E-03,-607.03125905E-03
-2.11000E-06,-2.35546875000E+00,-617.96875921E-03,-608.59375907E-03
-2.10000E-06,-2.35937500000E+00,-619.14063423E-03,-610.54688410E-03
-2.09000E-06,-2.35546875000E+00,-619.53125923E-03,-612.10938412E-03
-2.08000E-06,-2.35937500000E+00,-621.09375926E-03,-613.67188414E-03
-2.07000E-06,-2.36328125000E+00,-621.48438426E-03,-615.62500917E-03
-2.06000E-06,-2.36328125000E+00,-622.65625928E-03,-616.01563418E-03
-2.05000E-06,-2.36328125000E+00,-622.65625928E-03,-617.96875921E-03
-2.04000E-06,-2.36718750000E+00,-623.43750929E-03,-619.53125923E-03
-2.03000E-06,-2.37109375000E+00,-623.43750929E-03,-619.92188424E-03
-2.02000E-06,-2.37109375000E+00,-624.21875930E-03,-620.70313425E-03
-2.01000E-06,-2.37109375000E+00,-624.21875930E-03,-621.87500927E-03
-2.00000E-06,-2.37109375000E+00,-624.21875930E-03,-622.26563427E-03
-1.99000E-06,-2.37109375000E+00,-623.82813430E-03,-622.26563427E-03
-1.98000E-06,-2.36718750000E+00,-624.21875930E-03,-623.04688428E-03
-1.97000E-06,-2.36328125000E+00,-623.82813430E-03,-623.43750929E-03
-1.96000E-06,-2.35937500000E+00,-623.43750929E-03,-623.82813430E-03
-1.95000E-06,-2.36328125000E+00,-623.04688428E-03,-624.21875930E-03
-1.94000E-06,-2.36718750000E+00,-622.65625928E-03,-624.21875930E-03
-1.93000E-06,-2.36718750000E+00,-621.48438426E-03,-624.60938431E-03
-1.92000E-06,-2.35546875000E+00,-620.70313425E-03,-624.60938431E-03
-1.91000E-06,-2.35156250000E+00,-619.92188424E-03,-624.21875930E-03
-1.90000E-06,-2.33984375000E+00,-619.53125923E-03,-623.82813430E-03
-1.89000E-06,-2.33984375000E+00,-617.96875921E-03,-623.82813430E-03
-1.88000E-06,-2.33593750000E+00,-617.18750920E-03,-623.04688428E-03
-1.87000E-06,-2.33203125000E+00,-615.62500917E-03,-622.65625928E-03
-1.86000E-06,-2.32421875000E+00,-614.45313416E-03,-621.87500927E-03
-1.85000E-06,-2.32421875000E+00,-612.89063413E-03,-621.09375926E-03
-1.84000E-06,-2.31640625000E+00,-610.93750910E-03,-620.70313425E-03
-1.83000E-06,-2.31250000000E+00,-609.37500908E-03,-619.92188424E-03
-1.82000E-06,-2.31250000000E+00,-607.81250906E-03,-619.14063423E-03
-1.81000E-06,-2.30078125000E+00,-606.25000903E-03,-617.96875921E-03
-1.80000E-06,-2.29296875000E+00,-603.90625900E-03,-616.40625919E-03
-1.79000E-06,-2.28906250000E+00,-601.95313397E-03,-615.23438417E-03
-1.78000E-06,-2.27734375000E+00,-600.00000894E-03,-613.67188414E-03
-1.77000E-06,-2.26953125000E+00,-597.65625891E-03,-611.71875912E-03
-1.76000E-06,-2.26171875000E+00,-595.31250887E-03,-610.15625909E-03
-1.75000E-06,-2.25781250000E+00,-592.96875884E-03,-608.59375907E-03
-1.74000E-06,-2.25000000000E+00,-590.62500880E-03,-606.25000903E-03
-1.73000E-06,-2.24609375000E+00,-587.89063376E-03,-604.29688400E-03
-1.72000E-06,-2.23437500000E+00,-585.54688373E-03,-602.73438398E-03
-1.71000E-06,-2.22656250000E+00,-583.20313369E-03,-600.78125895E-03
-1.70000E-06,-2.21875000000E+00,-580.07813364E-03,-598.43750892E-03
